No,Name,Address,Class,District,Longitude,Latitude,Pop,Envi_Fact
204,RSUD Kab.Seram Bagian Timur (Bula),"Jl. Wailola No.11-12 Bula,Kab.Seram Bag.Timur",D,Seram Bagian Timur,130.4985041,-3.109678974,0.335989,0.958269
205,RSUD Dr. P.P Magretti Saumlaki,Jl. Ir. Soekarno - Poros Utama,D,Maluku Tenggara,120.7377816,-8.730126143,0,0.084763
206,RS Islam Asy-Syifaa Bandar Jaya,"Jl. Negara 56 Lintas,Sumatera",,Lampung Utara,104.8494338,-4.851479651,0.242909,0.583869
207,RS Harapan Bunda,"Jl. Raya Lintas Sumatera, Seputih Jaya No.31 Gunung Sugih, Lampung Tengah",,Lampung Tengah,105.1744666,-4.874916686,0.295536,0.670757
208,RS Islam Metro,"Jl. Jend.AH Nasution No.250,Metro",,-,105.3229235,-5.111476456,1.679267,0.329871
209,RS Islam Umbul Thoif,"Jl. Pemanngilan Natal,Lampung Selatan",,Lampung Selatan,105.2959414,-5.247550384,1.356748,0.688054
210,RS Mitra Mulia Husada,"Jl. Proklamator Raya No.162-164,Lampung Tengah",,Lampung Tengah,105.3131179,-4.800806426,0,0.707686
211,RS Yukum Medical Centre,Jl. Jl. Negara No.99 Km.67 Yukum Jaya Lampung Tengah,,Lampung Tengah,105.3131179,-4.800806426,0,0.707686
212,RS Kartika,"Jl. Gatot Subroto 96 B,Bandar Lampung",,Bandar Lampung,105.2814939,-5.435211651,4.192086,0.259567
213,RS Immanuel Way Halim,"Jl. Sukarno Hatta Way Halim,Bandar Lampung",,Bandar Lampung,105.2371928,-5.363348779,3.426408,0.353579
214,RSU Advent Bandar Lampung,"Jl. Teuku Umar 48,Bandar Lampung",,Bandar Lampung,105.2694009,-5.391869189,4.594067,0.243737
215,RS Urip Sumoharjo,"Jl. Urip Sumoharjo No.200,Bandar Lampung",,Bandar Lampung,105.2767316,-5.391253833,3.751821,0.002502
216,RSU Graha Husada,"Jl. Gajah Mada No.88,Bandar Lampung",,Bandar Lampung,105.2671223,-5.414619523,4.019808,0.240586
217,RS Bintang Amin Husada,"Jl. Pramuka No.27,Bandar Lampung",,Bandar Lampung,105.2205068,-5.37792558,2.411885,0.333056
218,RS Mardi Waluyo,"Jl. Jenderal Susdirman 156,Metro Lampung",,Metro,105.2868449,-5.125156978,1.301966,0.683757
219,RS Mitra Husada,"Jl. Jend.A.Yani No.14 Pringsewu,Kab.Tanggamus",,Tanggamus,104.7031619,-5.459669821,0.426163,0.573868
220,RSU Muhammadiyah Metro,"Jl. Soekarno Hatta No.42 Mulyojati 16B, Metro Barat",0,,105.2972078,-5.115757193,1.722724,0.031498
221,Rumkit Tk IV Bandara Lampung,"Jl. Dr. A.Rivai No.7, Bandar Lampung",4,Bandar Lampung,105.2585742,-5.402566573,4.613209,0.235626
222,Rumkit Bhayangkara Lampung,Jl. Pramuka No.88 Rajabasa Bandar Lampung,4,Bandar Lampung,105.2240964,-5.374014948,2.411885,0.278384
223,RSU Dr H Abdul Moeloek,"Jl. Dr. Rivai 6,Penengahan B.Lampung",B,Lampung Barat,105.7170634,-5.790249736,0.337313,0.687227
224,"RSUD Ahmad Yani,Metro","Jl. Jend.A.Yani No.13,Metro",B,Metro,105.3057381,-5.113942339,0.018815,0.289051
225,RSU Liwa,"Jl. Teuku Umar 3,Lampung Barat",C,Lampung Barat,104.0353625,-5.356682423,0.019032,0.721882
226,RSU Pringsewu,"Jl. Kesehatan No.1360,Pringsewu",C,Lampung Selatan,104.965094,-5.355563188,0.328137,0.478617
227,RSUD Sukadana,"Jl. Adnan Sanjaya,Lintas Timur,Sukadana,Lamp.Timur",C,Lampung Timur,105.6149678,-5.108720731,0.053932,0.724466
228,RSU May Jen HM Ryacudu,"Jl. Jen.Sudirman No.2,Kotabumi",C,Lampung Utara,104.8920004,-4.835498232,1.518183,0.156409
229,RSUD Zainal Abidin Pagar Alam,"Jl. Raya Lintas Sumatera,Blambangan Umpu",C,Way Kanan,105.2529379,-5.379455052,4.517499,0.282033
230,RSUD Dr. A. Dadi Tjokrodipo,"Jl. Basuki Rachmad No.73 Teluk Betung, Bandar lampung",C,,105.2541597,-5.439626161,3.617828,0.693764
231,RSUD Demang Sepulau Raya,Jl. Raya Lintas Sumatera Kampung Terbanggi Agung Kec.Gunung Sugih Kab.Lampung T More ...,C,Lampung Tengah,105.2016493,-5.053097905,0.597788,0.067476
232,RSUD Kalianda,"Jl. Lettu Rohani 14 B,Kalianda",C,Lampung Selatan,105.6159979,-5.735487516,0.622155,0.721207
233,RSUD Menggala Tulang Bawang,"Menggala,Kab.Tulang Bawang",D,Tulang Bawang,105.2210375,-4.610282416,0.002968,0.778496
234,RS Handayani,"Jl. Soekarno - Hatta No.94,Kotabumi lampung Utara",D,,104.8838313,-4.839391028,1.110443,0.265775
235,RSUD Kota Agung,"Jl. Sukarno Hatta Komplek Islamic Centre Kotaagung,Kab.Tanggamus",D,Tanggamus,103.5163231,-4.1460677,0.103124,0.401478
236,RSU Bumi Waras,"Jl. W. Monginsidi No.235,Bandar Lampung",Madya,Kota Bandar Lampung,105.2553859,-5.43591173,3.617828,0.321841
237,Rumkit Bhayangkara Jitra Bengkulu,Jl. Veteran No. Bengkulu,4,Kota Bengkulu,102.2542816,-3.792362887,0.616608,0.425094
238,RSU Dr M Yunus Bengkulu,"Jl. Bayangkara S.Mulyo,Bengkulu",B,Bengkulu,102.3134316,-3.833832526,1.917397,0.833913
239,RSU Curup,Jl. Basuki Rachmad No.10 Curup,C,Rejang Lebong,102.5532643,-3.457453184,0.701155,0.832947
240,RSU Arga Makmur,Jl. Siti Khadijah Arga Makmur,C,Bengkulu Utara,101.344353,-2.666488921,0.133152,0.975769
241,RSU Manna,"Jl. Fatmawati Soekarno 31,Manna",C,Bengkulu Selatan,102.2562035,-3.800647896,0.439227,0.425094
242,RSU Rafflesia,"Jl. Mahoni No.10 Sawah Lebar,Bengkulu",D,Kota Bengkulu,102.2562035,-3.800647896,0.439227,0.425094
243,RS Bergerak Enggano,Jl. Raya Malakoni KM3 Enggano,D,Bengkulu Utara,101.344353,2.666488921,0.133152,0.975769
244,Rumkit Tk IV Bengkulu,"Jl. Zainal Arifin Gading Cempaka,Bengkulu",D,Kota Bengkulu,102.2562035,-3.800647896,0.439227,0.425094
245,RSUD Mukomuko,"Jl. Padat Karya No.166,Mukomuko",D,Muko-Muko,101.1173045,-2.575764051,0.122056,0.980031
246,RSUD Bengkulu Tengah,"Jl. Raya Bengkulu - Kepahyang Km.34,5 Ds. Bajak I",D,Bengkulu Tengah,102.2562035,-3.800647896,0.439227,0.425094
247,RS Hana Charitas Arga Makmur,"Jl. IR. Sukarno No.12 Arga Makmur, Bengkulu Utara",D,Bengkulu Utara,101.344353,2.666488921,0.133152,0.975769
248,RSUD Tais Kab.Seluma,"Jl. Raya Bengkulu - Manna KM.64,Tais",D,Seluma,102.5279232,-4.049086712,0,0.098287
249,RSUD Kepahiang,"Jl. Kolonel Santoso No.325,Kab.Kepahiang",D,Kepahiang,102.5739858,-3.643758885,1.539247,0.928591
250,RSUD Lebong,Jl. Muning Agung Desa Muning Agung Kec. Lebong Sakti,D,Lebong,102.3822043,-2.992618654,0,0.813135
251,RS Islam Gorontalo,"Jl. KH. Agus Salim No.50, Gorontalo",,gorontalo,123.0474622,0.565766283,3.924018,0.319139
252,RSU Prof Dr H Aloei Saboe,Jl. Sultan Batutihe No. 7 Gorontalo,B,Gorontalo,123.0857703,0.555198213,0.212064,0.460702
253,RSU Dr M Mohammad Dunda,Jl. A Yani Limboto Gorontalo,C,Boalemo,122.2653894,0.701340791,0,0.460038
254,RSUD Otanaha Gorontalo,"Jl. Usman Isa, Gorontalo",D,Gorontalo,123.0654948,0.552509375,1.970358,0.326813
255,RSUD Tombulilato,Kabupaten Bine Bolango,D,Bone,123.0815119,0.55253613,0.212064,0.317773
256,RSUD Pohuwato,Jl. Teratai Desa Botubilotahu Gorontalo,D,Pohuwato,121.7328835,0.517648123,0.044582,0.895506
257,RSUD Tani dan Nelayan,"Jl.Letjen Ahmad Yani Ds.Lamu Kec.Tilamuta,Kab.Boalemo",D,Boalemo,122.2653894,0.701340791,0,0.460038
258,RS Proklamasi,"Jl. Proklamasi KM.2 Rengasdengklok,Karawang",,Karawang,106.847013,-6.20189165,8.225068,0.260309
259,RS Sumber Waras,"Jl. Urip Sumoharjo No.5 Ciwaringin,Kab.Cirebon",,Kota Cirebon,106.7980075,-6.166629079,9.367375,0.015759
260,RS Al-Islam Bandung,Jl. Soekarno. Hatta 644 Bandung,,Kota Bandung,107.6689992,-6.939221846,10.446408,0.083019
261,RS St. Borromeus,Jl. Ir. H.Juanda No.100 Bandung,,Kota Bandung,107.6130018,-6.893979806,10.675496,0.071293
262,RS Islam Tasikmalaya,Jl. Rancamaya Blok B-2 Cikunten,,Tasikmalaya,108.1199481,-7.346101439,0.888818,0.095274
263,RSU Mitra Keluarga Bekasi Barat,Jl. Raya A Yani Bekasi,,KOTA BEKASI,106.9927364,-6.240948916,6.323698,0.669993
264,RS PMI Bogor,Jl. Raya Pajajaran No. 80 Bogor,,Kota Bogor,106.8272012,-6.573959042,2.906042,0.614659
265,RS Azra,"Jl. Raya Pajajaran No.219, Bogor",,Kota Bogor,106.8074875,-6.579033499,5.660464,0.058903
266,RS Bungsu,Jl. Veteran No. 6 Bandung,,Bandung,107.6130018,-6.918518239,11.271125,0.833533
267,RSU Betha Medika,"Jl. Raya Cisaat No.595, Sukabumi",,Sukabumi,106.8717521,-6.905872229,2.023854,0.929974
268,RS Al - Arif,"Jl. R.E. Martadinata No.158 B, Baregdeg - Ciamis",,Ciamis,106.8462505,-6.444680784,6.558654,0.541075
269,RS Juanda Kuningan,"Jl. Ir. H. Juanda No. 107, Kuningan",,Kuningan,108.4912351,-6.973213573,1.034085,0.944093
270,RS Dewi Sri,Jl. Arif Rahman Hakim Karawang,,Karawang,107.2977567,6.304214642,3.664799,0.393158
271,RSU Lamaran Medical Center,"Jl. Syech Quro No.14, Palumbonsari - Lamaran Karawang",,Karawang,107.3209352,-6.308366065,0.263038,0.165553
272,RS Sentosa,"Jl. Palhlawan No. 60, Duren Jaya Bekasi",,KOTA BEKASI,107.0260013,-6.242768229,8.054395,0.598344
273,RS Permata Bekasi,"Jl. Legenda Raya No.9 RT.001 Rw.011 Mustika Jaya, Bekasi",,KOTA BEKASI,107.0442033,-6.277691909,0.196728,0.249017
274,RS Kartika Husada,"Jl. Raya Mangunjaya No.07 Kp.Rukem,Tambun - Bekasi",,Bekasi,107.064626,-6.244592002,4.324304,0.313718
275,RS Karya Medika II,Jl. Sultan Hasanuddin No.63 Kec. Tambun Selatan,,Bekasi,107.0680016,-6.264220965,3.544815,0.262166
276,RS Kartika Medical Center,"Jl. Jenderal Ahmad Yani No.18 A , Sukabumi",,Sukabumi,106.9272277,-6.922156866,4.293006,0.855974
277,RS Mitra Anugrah Lestari,"Jl. Cibaligo No.76, Cimahi",,Cimahi,107.5558406,-6.900623867,7.918924,0.832699
278,RS Gunung Salak,Jl. Cibungbulang Leuwiliang,,Bogor,106.6650059,-6.572304715,1.911068,0.718386
279,RSU Bunda Margonda,Jl. Margonda Raya KM 3 RT.02/03,,Bogor,106.8305544,-6.380839834,6.208859,0.415019
280,RSU MH. Thamrin,"Jl. Raya Narogong Km.16, Limus Nunggal Cileungsi,Bogor",,Bogor,106.9490372,-6.432275565,1.729061,0.335501
281,RS Islam Bogor,"Jl. Perdana Bogor No.22,Kedung Badak - Bogor",,Bogor,106.7918673,-6.55834327,3.992649,0.660731
282,RS Islam Sukabumi,Jl. Cibolang Cisaat Sukabumi,,Sukabumi,106.9318741,-6.915526183,4.642198,0.884194
283,RSU &quot;Hermina&quot;,"Jl. Jl. R.A. Kosasih Cimahpar Sukaraja,Kab. Sukabumi",,Sukabumi,106.9545442,-6.919401141,1.925728,0.866971
284,RS Max I Salhutera,Kec Ciwidey Kab Bandung,,Bandung,107.670765,-6.914674494,7.651536,0.792595
285,RS Mitra Kasih,Jl. Raya Cibabat No.341 Cimahi,,Bandung,107.5529065,-6.884379362,8.259523,0.759569
286,RS Jasa Kartini,Jl. Sarianingrat 2 Tasikmalaya,,Tasikmalaya,108.2224628,-7.326289654,4.178118,0.909747
287,RS Prasetya Bunda,"Jl. Ir.H. Juanda No.1,Tasikmalaya",,Kota Tasikmalaya,108.2049074,-7.30517581,3.212508,0.946398
288,RS Nirmala,"Jl. Raya Ciamis - Kawali KM.5,Petirhilir",,Ciamis,108.3599369,-7.305893725,0.903949,0.971749
289,RS Permata Bunda,Jl. Mr. Iwa Kusumasomantri No.1 Ciamis,,Ciamis,108.3623448,-7.331279388,1.373442,0.938703
290,RS Sekar Kamulyan,"Jl. Raya Cigugur Kuningan,Jakbar",,Kuningan,108.456035,-6.970136793,1.464954,0.906418
291,RS Pertamina Klayan,Jl. Raya Klayan Cirebon,,Cirebon,108.5488334,-6.68577546,0.337706,0.353721
292,RSK Bedah Mitra Plumbon,Jl. Raya Plumbon Km.I,,Cirebon,108.4766182,-6.701707828,2.776694,0.002755
293,RS Pakuwon,Jl. Dewi Sartika No. 17 Sumedang,,Majalengka,107.9237566,-6.857085204,1.411668,0.856191
294,RS Islam Zam Zam,Jl. Letnan Joni Jatibarang,,Indramayu,108.3070297,-6.482016837,1.824529,0.310561
295,RS PTP VIII Subang,Jl. Otista No.1 Subang,,Subang,107.7624798,-6.568037356,1.839634,0.285495
296,RS Dit Lis PO Jatiluhur,Jatiluhur Kab Purwakarta,,Purwakarta,107.403375,-6.509756905,0.074072,0.736745
297,RSU Bayukarta,Jl. Kertabumi No.44 Karawang,,Karawang,107.3172341,-6.314720284,0.263038,0.165553
298,RS Islam Karawang,"Jl. Pangkal Perjuangan KM.2,Karawang",,Karawang,107.2834965,-6.28195035,2.837264,0.240346
299,RS Saraswati,"Jl. Jend Ahmad Yani No.27,Cikampek,Kab.Karawang",,Karawang,107.459631,-6.354103065,1.093529,0.555421
300,RS Delima Asih Sisma Medika,"Jl. Wirasaba No.54,Johar-Karawang",,Karawang,107.3159989,-6.315201867,0.223139,0.172695
301,RS AQMA,"Jl. Raya Ciselang Cikampek Utara,Kab.Karawang",,Karawang,107.4580079,-6.37421361,0.679761,0.323829
302,RS C i t o,Jl. Arteri Tol Karawang Barat Teluk jambe Karawang,,Karawang,107.277994,-6.304143296,2.024506,0.292901
303,RSU Mekar Sari Bekasi,Jl. Mekar Sari No. 1 Bekasi,,KOTA BEKASI,107.0107244,-6.232815516,7.954547,0.602217
304,RS Budi Lestari,Jl. KH. Noer Ali No. 2,,KOTA BEKASI,106.9813256,-6.247954164,5.158807,0.609036
305,RS Jati Rahayu,"Jl. Raya Hankam No. 17 Pondok Gede, Kota Bekasi",,KOTA BEKASI,106.9211589,-6.296232851,6.257133,0.178528
306,RS Bhakti Husada,Jl. By Pass Cikarang Bekasi,,KOTA BEKASI,107.1413092,-6.266267692,0.367473,0.460784
307,RS Karya Medika,Jl. Raya Cibitung Bekasi,,KOTA BEKASI,107.0680016,-6.264220965,3.544815,0.262166
308,RS Annisa,Jl. Cikarang Baru No.31 Bekasi,,KOTA BEKASI,107.1738294,-6.273237267,2.839564,0.163141
309,RS Bhakti Kartini,Jl. R.A. Kartini No.11 Bekasi,,KOTA BEKASI,107.0015565,-6.247896196,6.057437,0.078336
310,RS Rawa Lumbu,Jl. Dasa Darma 20-23 Bekasi,,KOTA BEKASI,106.9987161,-6.280594784,7.089199,0.012035
311,RS Hosana Medica,"Jl. Ruko Thamrin Lippo RT.08/04 Blok C3/3A,D2,Cikarang",,KOTA BEKASI,107.1288683,-6.328886848,2.152872,0.291246
312,RS Graha Juanda,"Jl. IR.H.Juanda No.326,Bekasi Timur",,Bekasi,107.0300011,-6.252101128,6.634467,0.361199
313,RS Medika Galaxi,"Jl. Gardenia Raya Selatan BA No.11Rt.05 Rw.17 Kel.Jaka Setia,Bekasi Selatan",,Bekasi,106.9720016,-6.268390224,5.524916,0.559018
314,RS St Elisabeth,"Jl. Raya Narogong 202 KM.5,Kemang Pratama,Bekasi",,Bekasi,106.9910018,-6.277370854,5.192089,0.106947
315,RS Hosana Medica Bekasi,"Jl. Pramuka No.12 Rt.004/Rw002 Kel.Sepanjang Jaya Kec.Rawalumbu,Bekasi",,Bekasi,106.9989167,-6.269562968,6.623242,0.425601
316,RS Hermina Grand Wisata,Jl. Festival Boulevard Blok J A1 No.1 Lambang Sari Tambun Selatan Bekasi,,Bekasi,107.0437931,-6.276037582,0.196728,0.249017
317,RS Karya Bhakti,Jl. Dr. Semeru 120 Bogor,,Kota Bogor,106.7779593,-6.580340016,4.826557,0.664869
318,RS Bogor Medical Center,"Jl. Pajajaran Indah V No.97, Bogor",,Kota Bogor,106.8108006,-6.607696601,5.125097,0.769347
319,RS Assyifa Sukabumi,Jl. Jend Sudirman 27 Sukabumi,,Kota Sukabumi,106.9169629,-6.918995363,3.286512,0.903831
320,RS Immanuel Bandung,Jl. Kopo 161 Bandung,,Kota Bandung,107.5959993,-6.935449446,10.996219,0.833533
321,RS St Yusup Bandung,Jl. Cikutra No. 7 Bandung,,Kota Bandung,107.6438231,-6.906951331,11.591848,0.830374
322,RSU Muhammadiyah Bandung,Jl. K.H. Ahmad Dahlan 53 Bandung,,Kota Bandung,107.6229991,-6.933549869,10.812949,0.085907
323,RSU Rajawali,Jl. Rajawali No.38 Bandung,,Kota Bandung,107.5729992,-6.912551962,11.124279,0.832699
324,RS PTP VIII Yung Huhn,Jl. Ir. H. Juanda No. 107 Bandung,,Kota Bandung,107.6157174,-6.887054822,11.271125,0.744544
325,RSU A M C,"Jl. Raya Cileunyi Rancaekek,Bandung",,Kota Bandung,107.7667828,-6.953357196,2.917216,0.858402
326,RS Islam Siti Fatimah,Jl. Brigjen Dharsono. 26 Cirebon,,Kota Cirebon,108.5681413,-6.716168693,4.113298,0
327,RS Tangkil,Jl. Sunan Gunung Jati Cirebon,,Kota Cirebon,108.5506839,-6.691634719,0.337706,0.353721
328,RS Simpangan Depok,"Jl. Raya Bogor Km.36,Sukamaju Sukmajaya Depok",,Depok,106.8610012,-6.40858882,0.615056,0.505147
329,RSU Hasanah Graha Afiah,Jl. Raden Saleh No.42 (Studio Alam TVRI) Depok,,Depok,106.8381617,-6.402354997,7.316543,0.505464
330,RSIA Masmitra Jatimakmur,"Jl. Kelurahan Jati Makmur No.40, Pondok Gede Kota Bekasi",-,Bekasi,106.9266079,-6.285187658,4.726133,0.170207
331,RS Sentra Medika,Jl. Raya Bogor KM. Cisalak - Depok,-,Depok,106.865001,-6.39083268,5.684167,0.373612
332,Rumkit Tk II Dustira Cimahi,Jl. Rumah Sakit No.1 Cimahi,2,Bandung,107.5355651,-6.886109493,1.410011,0.742438
333,RS Pusat AU Dr M Salamun,Jl. Ciumbuleiut 203 Bandung,2,Kota Bandung,107.6050022,-6.864888631,5.843821,0.658291
334,Rumkit Tk III Ciremai Cirebon,Jl. Kesambi 237 Cirebon,3,Kota Cirebon,108.5496984,-6.737987074,7.112328,0.317441
335,RS Lanud Atang Sanjaya,"Jl. Sarijo No. 1, Semplak",3,Kota Bogor,106.7623391,-6.544466548,3.355917,0.672835
336,Rumkit Bhayangkara Indramayu,"Jl. Raya Pantura Km.73-75, Losarang Indramayu",4,Indramayu,108.1516345,-6.382320256,0.130323,0.649963
337,Rumkit Tk IV Guntur Garut,Jl. Bratayuda 101 Garut,4,Garut,107.9111284,-7.222579881,2.934045,0.086771
338,RS Lanu Kalijati,Lanud Kalijati Subang,4,Subang,107.6944072,-6.529265472,0.025416,0.600495
339,Rumkit Tk IV Salak Bogor,Jl. Jend Sudirman No. 8 Bogor,4,Kota Bogor,106.7969105,-6.587327427,5.685734,0.571857
340,RS Secapa Polri,Jl. Bhayangkara No. 166 Sukabumi,4,Kota Sukabumi,106.9248198,-6.911142886,3.717866,0.887765
341,RS Sartika Asih,Jl. Mooh. Toha No. 369 Bandung,4,Kota Bandung,107.6121145,-6.956344794,4.257303,0.830018
342,RS Lanu Sulaiman,Jl. Terusan Kopo Margahayu Bdg,4,Kota Bandung,107.6604868,-6.944933954,1.117949,0.831722
343,RSU Tk IV Sariningsih Bandung,Jl. LL RE Martadinata 9 Bandung,4,Kota Bandung,107.6138669,-6.907232255,9.438422,0.082276
344,RSU Bakhti Medicare,"Jl. Raya Siliwangi No.186B, Cicurug - Sukabumi",A,,106.7864807,-6.778083311,1.447362,0.725447
345,RSU Dr Hasan Sadikin,Jl. Pasteur 38 Bandung,A,Kota Bandung,107.5982689,-6.899188036,10.675496,0.767061
346,RSUD Karawang,"Jl. Galuh Mas Raya No.1,Karawang",B,Karawang,107.322857,-6.257055189,0.310326,0.598731
347,RSU Santosa Bandung Internasional Hospital,"Jl. Kebon Jati No.38,Bandung",B,Kota Bandung,107.5981619,-6.918495944,1.154603,0.833533
348,RSU Meilia,"Jl. Alternatif Cibubur - Cilenungsi,Cimanggis, Depok",B,Bogor,106.9019982,-6.376260338,4.917392,0.162617
349,RSU Cianjur,Jl. Rumah Sakit No.1 Cianjur,B,Cianjur,107.1410372,-6.812190975,1.971596,0.705875
350,RS Advent Bandung,Jl. Cihampelas 161 Bandung,B,Kota Bandung,107.6039989,-6.892066852,8.430435,0.767061
351,RSU Ciawi,Jl. Raya Puncak 479 Ciawi Bogor,B,Bogor,106.8738211,-6.653888428,2.165877,0.740658
352,RSUD Indramayu,Jl. Rumah Sakit No. 1 Indramayu,B,Indramayu,108.2875434,-6.392692125,1.010007,0.716393
353,RSU Cibinong,Jl. KSR Dadi Kusmayadi No. 27 Bogor,B,Kab Bogor,106.8312099,-6.473290377,2.438886,0.506064
354,RSUD Waled,"Jl. Kesehatan No. 4 Waled, Cirebon",B,Cirebon,108.7178199,-6.914228584,1.350824,0.777515
355,RSUD Bekasi,Jl. Pramuka No. 55 Bekasi,B,KOTA BEKASI,107.0824981,-6.268109301,0.343346,0.266125
356,RS Efarina Etaham,"Jl. Bungursari No.1, Purwakarta",B,Purwakarta,107.4772489,-6.488683193,1.431221,0.366824
357,RSU Cibabat,Jl. Jend. H. Amir Machmud No. 140,B,Bandung,107.5508375,-6.879648256,8.429822,0.727326
358,RS Islam Al Ihsan,Jl. Bale Endah Kab Bandung,B,Bandung,107.623998,-7.00810158,1.817533,0.858201
359,RSUD Dr. Slamet,Jl. Rumah Sakit No.10 Garut,B,Garut,107.8971313,-7.21970822,3.505411,0.876802
360,RSU Tasikmalaya,Jl. Rumah Sakit 33 Tasikmalaya,B,Tasikmalaya,108.2249332,-7.332545772,3.806729,0.916268
361,RSUD Banjar,Jl. Rumah Sakit No. 5 Banjar,B,Ciamis,108.5725513,-7.369863989,0.729733,0.978751
362,RSUD Kuningan,Jl. Sudirman No. 68 Kuningan,B,Kuningan,108.4874271,-6.982613358,0.100177,0.941556
363,RSUD Sumedang,Jl. Palasari No. 80 Sumedang,B,Majalengka,107.9210722,-6.858026075,2.226092,0.856191
364,RSUD Subang,Jl. Palasari No. 80 Sumedang,B,Subang,107.9491824,-6.814482953,1.726579,0.851774
365,RS Ananda,"Jl. Sultan Agung No.173,Kec.Medan Satria - Bekasi",B,Bekasi,106.9770002,-6.210729588,6.589959,0.336693
366,RSUD R Syamsudin SH,Jl. Rumah Sakit No. 1 Sukabumi,B,Kota Sukabumi,106.9345451,-6.914968795,4.642198,0.884194
367,RS Bhakti Yudha,Jl. Raya Sawangan No. 2A Depok,C,Bogor,106.806074,-6.397374181,7.199944,0.452421
368,RS Mitra Keluarga Cibubur,"Jl. Alternatif Transyogi, Cibubur",C,Kota Bekasi,106.9334482,-6.383818514,0.329498,0.203815
369,RSUD Kota Bandung/Ujung Berung,Jl. Rumah Sakit 22 Bandung,C,Kota Bandung,107.6986701,-6.91534336,6.086237,0.854242
370,RS Siloam Glenegles,Jl. MH Thamrin Kav.105 Bekasi,C,Bekasi,107.1349996,-6.331437454,2.895242,0.291246
371,RS Karya Husada,Jl. Jend. A.Yani No.89 Cikampek,C,Karawang,107.4440019,-6.401351699,2.157503,0.017975
372,RS Mitra Keluarga Depok,"Jl. Margonda Raya, Jawa Barat",C,,106.8238658,-6.39440442,6.296308,0.303126
373,RS Bina Husada,Jl. Mayor Oking No.101 Km 01 Cibinong - Bogor,C,Bogor,106.8633377,-6.473134308,3.749332,0.502821
374,RSUD Bayu Asih,Jl. Veteran No. 39 Purwakarta,C,Purwakarta,107.4476717,-6.525947901,2.824779,0.022371
375,RS Kebonjati,Jl. Kebonjati 152 Bandung,C,Bandung,107.5962579,-6.916088029,10.904584,0.833868
376,RS Tugu Ibu,Jl. Raya Bogor Km 29 Cimanggis - Depok,C,Bogor,106.8599979,-6.356560029,6.058716,0.134571
377,RSU Sekarwangi,Jl. Siliwangi Cibadak Sukabumi,C,Sukabumi,106.7859991,-6.894764608,1.005794,0.895293
378,RSU Pelabuhan Ratu,Jl. Rumah Sakit Pelabuhan Ratu,C,Sukabumi,106.5572918,-6.992369871,0.478365,0.978187
379,RSU Majalaya,Jl. Cipaku No.87 Paseh Sukabumi,C,Bandung,107.7722764,-7.048657104,2.627022,0.870515
380,RSUD Soreang,Jl. Alun-Alun Utara Soreang,C,Bandung,107.5171445,-7.026040543,0.184808,0.811569
381,RSUD Ciamis,Jl. Rumah Sakit No.76 Ciamis,C,Ciamis,108.359326,-7.329803425,1.576655,0.938703
382,RS Wijaya Kusumah,Jl. RE Martadinata 172 Kuningan,C,Kuningan,108.5064942,-6.970511358,1.863507,0.093372
383,RSUD Arjawinangun,Jl. Pahlawan No. 38 Arjawiangun,C,Cirebon,108.4119077,-6.652844999,3.362051,0.333767
384,RSUD Majalengka,Jl. Kesehatan No.82 Majalengka,C,Majalengka,108.2332583,-6.833376164,0.469541,0.794305
385,RSUD Cideres,Jl. Raya Cideres 180 Majalengka,C,Majalengka,108.1961185,-6.75750456,2.412917,0.639392
386,RS Medika,Jl. Raya Industri Pasirgombong Cikarang,C,KOTA BEKASI,107.1719744,-6.25933379,2.765327,0.132892
387,RSUD Kab.Bekasi,"Jl. Teuku Umar Cibitung,Bekasi",C,Bekasi,107.0819987,-6.266789407,0.343346,0.266125
388,RS Citra Harapan,Jl.Raya Harapan Indah Blok 3-5 Kota Bekasi,C,Bekasi,106.9773659,-6.18532609,5.591481,0.033257
389,RS Islam Dr.Subki Abdulkadir,"Jl. R.A. Kartini No.66,Bekasi",C,Bekasi,106.9999289,-6.249813609,6.057437,0.078336
390,RSUD Kota Depok,"Jl. Raya Muchtar No.99,Sawangan Depok",C,Depok,106.7967545,-6.177870473,1.002418,0.170241
391,RSUD Leuwiliang,Jl. Raya Cibeber - Leuwiliang Bogor,C,,106.6251772,-6.570574584,1.801864,0.821867
392,RS Harapan Depok,"Jl. Pemuda No.10,Depok Bogor",D,Bogor,106.8199997,-6.402729562,5.975662,0.046743
393,RSUD Jampang Kulon,"Jl. Cibarusah No.1 Jampang Kulon,Kab.Sukabumi",D,Sukabumi,106.927201,-6.919601801,4.293006,0.855974
394,RSUD Tasikmalaya,"Jl. Rancamaya Singaparna, Tasikmalaya",D,,108.2254549,-7.3326082,3.806729,0.916268
395,RS Permata Medical Center,Jl Raya Panyindangan Wetan,D,Indramayu,108.2875434,-6.392692125,1.010007,0.716393
396,RSUD Cimacan,"Jl. Raya Cimacan No.17, Cianjur",D,Cianjur,107.031807,-6.720444971,2.122484,0.588412
397,RSUD Pantura M.A.Sentot Patrol,"Jl. Raya Patrol Km.50,Indramayu",D,Indramayu,107.7025316,-6.829184609,0.053271,0.731994
398,RS Katholik Surabaya,"Jl. Diponegoro 51,Surabaya",,Kota Surabaya,112.7360006,-7.291169774,5.398394,0.091394
